indicador,fecha,kpi,nota,store_nbr,disponota,fecha_ejecucion,relleno_disponota
INCONSISTENCIAS,2023-05-31,0.3,10.0,242,6.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,7.62,4.0,50,8.13,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.2,10.0,61,8.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,13.49,1.0,878,7.0,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,3.84,8.0,531,7.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.96,10.0,462,7.16,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.22,10.0,431,9.33,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.66,10.0,246,7.16,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,4.34,10.0,670,7.3,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,6.19,5.0,540,7.2,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,1.64,9.0,228,8.89,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.51,10.0,498,6.31,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.36,10.0,44,7.83,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,6.49,5.0,503,7.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.0,10.0,230,6.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.95,10.0,506,8.23,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.7,10.0,156,8.69,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.3,8.0,139,6.89,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,5.68,5.0,528,7.64,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,2.58,10.0,92,8.35,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.39,10.0,4,9.39,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.49,10.0,274,9.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.73,10.0,478,7.67,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,5.32,9.0,33,6.67,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,5.09,4.0,214,5.93,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,2.94,10.0,581,8.11,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.0,10.0,274,7.47,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.24,10.0,522,7.84,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,5.3,6.0,50,8.6,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.42,10.0,13,7.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,7.98,4.0,996,4.69,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,8.29,5.0,71,5.04,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.33,10.0,144,6.93,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,5.09,6.0,954,8.85,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,2.31,10.0,767,8.64,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.87,10.0,143,7.3,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.93,10.0,991,8.71,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.79,10.0,603,7.1,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.74,9.0,469,6.37,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.75,10.0,997,8.89,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.26,10.0,624,8.28,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.8,10.0,545,8.58,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.92,10.0,134,9.16,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,3.27,10.0,57,7.68,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.78,10.0,268,7.33,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,3.22,9.0,746,8.42,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.03,10.0,518,8.57,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.25,10.0,743,9.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.79,10.0,89,7.79,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,4.31,10.0,3,5.8,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.79,10.0,582,8.43,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.55,10.0,442,6.56,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.42,10.0,608,8.17,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.19,10.0,247,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.48,10.0,154,7.98,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.88,10.0,606,8.13,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.33,10.0,743,9.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.92,10.0,512,8.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.28,10.0,686,8.49,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.44,10.0,631,7.39,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,5.14,6.0,766,8.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,2.86,10.0,727,9.15,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.41,10.0,82,7.73,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.27,8.0,699,6.99,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.95,6.0,154,7.28,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.89,9.0,601,7.31,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.55,10.0,693,8.9,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.0,10.0,188,7.07,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.98,10.0,602,7.12,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.61,10.0,218,9.19,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.48,10.0,89,7.47,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.49,10.0,144,7.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.38,6.0,613,7.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.91,10.0,93,7.33,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.73,8.0,990,7.04,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.15,10.0,607,8.31,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,1.78,9.0,420,8.42,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.79,10.0,48,6.57,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.0,10.0,566,7.8,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.12,10.0,168,7.58,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.3,10.0,4,9.19,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,1.38,10.0,591,8.24,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.23,10.0,246,6.96,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.99,9.0,742,7.48,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.37,10.0,229,5.8,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,30.86,,5,,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.13,10.0,81,8.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.62,10.0,566,7.6,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,5.19,6.0,503,7.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,6.57,6.0,679,6.81,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.03,10.0,45,4.45,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.07,10.0,88,5.14,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.63,10.0,421,6.7,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,6.89,4.0,538,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.67,10.0,44,7.7,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,3.83,8.0,531,7.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,8.64,3.0,579,5.44,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.16,10.0,747,7.32,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.92,10.0,274,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.61,10.0,502,7.36,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,3.03,10.0,766,8.66,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.27,10.0,16,7.68,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,6.17,5.0,793,7.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.76,10.0,38,8.49,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.68,6.0,766,8.47,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.29,10.0,177,8.39,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.05,10.0,35,8.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.54,10.0,40,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.0,10.0,458,6.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.39,10.0,164,8.79,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.71,10.0,580,8.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.85,10.0,299,7.83,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.4,10.0,620,7.44,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.11,8.0,189,8.3,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.06,10.0,674,8.3,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.85,10.0,257,7.42,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.25,10.0,84,8.05,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,3.58,10.0,632,6.98,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.88,10.0,686,8.42,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,3.38,10.0,95,6.78,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.0,10.0,219,7.9,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.84,10.0,632,7.38,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,3.98,10.0,53,7.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.82,6.0,588,6.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.67,10.0,540,7.8,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,4.29,10.0,53,7.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.57,10.0,461,7.7,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.28,10.0,496,7.13,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.79,10.0,736,8.52,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,3.87,8.0,243,6.32,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.04,10.0,41,6.82,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.26,10.0,578,7.97,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.24,10.0,595,7.67,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.68,10.0,970,7.07,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.43,7.0,937,7.48,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.68,7.0,940,5.76,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.96,10.0,986,8.21,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.48,10.0,215,9.18,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,8.43,4.0,511,5.87,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.35,10.0,591,8.24,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,5.41,9.0,679,7.23,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.97,10.0,245,9.07,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,4.33,7.0,572,7.57,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.29,10.0,68,7.36,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.41,6.0,139,5.69,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.93,10.0,49,7.54,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.19,10.0,519,7.54,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.89,7.0,139,5.79,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,4.23,10.0,41,6.91,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.61,10.0,631,7.55,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,4.83,6.0,592,9.0,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.4,10.0,39,8.49,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,7.41,4.0,568,7.85,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.46,10.0,438,6.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.88,7.0,643,7.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,5.11,9.0,736,7.85,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.0,10.0,469,6.67,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.39,10.0,727,9.03,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,6.58,4.0,559,6.25,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.45,10.0,71,5.66,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.03,10.0,174,8.41,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.8,8.0,541,7.84,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,4.7,6.0,771,7.52,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.19,10.0,608,8.32,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.17,10.0,697,6.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.05,10.0,624,8.64,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.27,10.0,751,7.24,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.16,10.0,8,7.36,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.61,10.0,682,7.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.72,10.0,636,8.47,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,9.09,2.0,205,6.11,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,7.14,4.0,648,6.23,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,7.24,4.0,572,7.17,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,5.29,6.0,590,7.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,5.64,8.0,85,7.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,4.74,5.0,149,6.9,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.79,10.0,751,7.84,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,3.35,9.0,467,6.87,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.99,10.0,462,8.56,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.55,10.0,783,8.24,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.29,10.0,239,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,4.33,7.0,997,8.79,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,6.92,4.0,569,7.75,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.71,9.0,228,7.09,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.33,10.0,294,6.36,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,4.91,10.0,679,7.31,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.92,10.0,459,6.62,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.49,10.0,459,6.8,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.28,10.0,291,6.34,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.91,10.0,18,8.45,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.63,9.0,291,6.24,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.2,10.0,142,8.48,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,6.99,4.0,155,7.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.65,10.0,179,8.63,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,3.29,9.0,537,7.51,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,2.18,8.0,421,8.55,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.25,10.0,619,7.84,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.68,10.0,39,8.42,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.99,10.0,685,8.48,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.11,10.0,618,8.25,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.35,10.0,256,6.08,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.18,10.0,77,8.58,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.0,10.0,580,8.21,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.73,10.0,204,6.22,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,7.05,3.0,209,6.09,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,0.22,10.0,274,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.28,10.0,242,8.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,8.48,4.0,587,6.85,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,3.49,6.0,56,6.81,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.13,8.0,728,7.95,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,2.93,7.0,166,7.78,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.91,9.0,430,8.68,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,2.77,10.0,783,7.77,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.19,6.0,523,7.99,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.51,10.0,440,8.64,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.71,9.0,462,6.86,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.0,8.0,644,7.94,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.41,10.0,463,8.25,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.57,10.0,49,7.54,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,4.93,6.0,622,7.94,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.49,10.0,627,8.32,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.67,10.0,253,5.88,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.93,10.0,219,7.9,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.03,10.0,580,8.32,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,0.38,10.0,784,9.18,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,9.7,3.0,511,5.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,6.09,5.0,554,5.95,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.26,10.0,169,7.77,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,5.99,5.0,161,8.05,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.37,10.0,764,8.45,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.86,10.0,210,6.71,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.15,10.0,156,8.49,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,2.49,10.0,505,8.14,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,4.35,10.0,41,6.82,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.64,10.0,631,7.55,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,8.11,4.0,574,8.25,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,4.3,5.0,484,6.04,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,2.77,10.0,519,7.74,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,4.88,6.0,511,6.22,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,8.17,4.0,568,7.53,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.91,10.0,75,8.26,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-30,1.48,10.0,456,9.01,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.77,10.0,425,8.38,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,2.66,10.0,182,8.6,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,1.81,10.0,94,8.4,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,0.17,10.0,743,9.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,4.45,7.0,504,7.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,0.99,10.0,245,7.27,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.0,10.0,168,7.58,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,3.67,6.0,728,7.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.22,10.0,598,8.1,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,5.97,7.0,426,7.65,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,1.31,10.0,98,6.98,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,3.36,9.0,977,6.44,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,2.22,10.0,13,7.5,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,5.28,6.0,506,7.73,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,5.03,6.0,745,7.72,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.98,9.0,612,8.67,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,1.17,10.0,656,8.23,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,3.97,7.0,527,8.63,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,3.86,8.0,170,7.43,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,0.21,10.0,431,7.53,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-31,4.05,10.0,602,7.19,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.24,10.0,43,8.45,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,1.62,9.0,687,8.55,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-01,3.1,9.0,598,8.05,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.24,10.0,89,7.59,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-05-29,1.0,10.0,687,8.25,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-02,0.62,10.0,496,6.93,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,0.38,10.0,269,9.47,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,3.87,6.0,280,5.53,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-03,7.24,4.0,535,7.39,2023-06-05T07:45:17.601902,false
INCONSISTENCIAS,2023-06-04,10.07,3.0,439,6.59,2023-06-05T07:45:17.601902,false
